latitud;longitud;precio_numero;num_banos;num_habitaciones;m2;anio_construccion;Parqueadero;Parque;Avenidas_principales;Colegios;Armario;Balcon;Patio;Bodega;Seguridad;OBJECTID;CODPAR;distancia_minima_TRANSITO;distancia_minima_SEGURIDAD;distancia_minima_SALUD;distancia_minima_FINANZAS;distancia_minima_ENTRETENIMIENTO;distancia_minima_EDUCACION
-1.056490353;-80.45540542;79000;2;4;84;2013;0;1;1;1;1;1;1;0;0;626;6770;0.26347596;0.442771545;0.355371635;0.231305311;0.073055581;0.505958541
-1.021489607;-80.48013266;105000;2;3;93;2024;0;1;1;1;1;1;1;1;0;626;6770;0.232958133;0.409736429;0.084126912;0.752787899;0.209834536;0.16240072
-1.054434789;-80.45424341;50000;2;2;56;2021;0;1;1;1;1;0;1;0;0;626;6770;0.039979323;0.246039348;0.173760357;0.193904234;0.155600214;0.411577059
-1.050337066;-80.45336365;48000;1;2;93;2006;0;1;1;1;1;0;0;0;0;627;5280;0.108878004;0.371610223;0.35358058;0.173117583;0.112015685;0.186422068
-1.053169001;-80.45767664;39000;1;3;93;2017;0;1;1;1;0;0;0;0;0;626;6770;0.293494416;0.451307317;0.263113377;0.123514841;0.377166835;0.099299759
-1.054306065;-80.45529484;86000;2;3;93;2023;0;1;1;1;1;1;1;1;0;626;6770;0.081171256;0.361033873;0.112361564;0.144071111;0.172855303;0.311498176
-1.051281044;-80.45106768;76000;2;3;93;2015;0;1;1;1;1;1;1;0;0;627;5280;0.109231741;0.207907193;0.19452111;0.091995863;0.120046595;0.106701234
-1.054778054;-80.4530847;83000;5;5;93;2001;0;1;1;1;1;1;0;1;0;626;6770;0.058985672;0.134746953;0.297592945;0.08598344;0.209809998;0.5411395
-1.054284611;-80.45544504;350000;7;6;93;2008;0;1;1;1;1;1;1;1;0;626;6770;0.092644548;0.377584152;0.110926699;0.127852018;0.173592403;0.298012727
-1.055834929;-80.45654469;105000;2;3;93;2024;0;1;1;1;1;1;1;1;0;626;6770;0.248351415;0.47051887;0.313778977;0.127773868;0.113656112;0.395980305
-0.878327641;-80.54282356;160000;10;9;93;2013;0;1;1;1;1;1;0;1;0;331;770;0.424804133;0.542910322;0.528108214;0.100994569;0.246088472;0.189672935
-1.052718466;-80.45626043;250000;6;6;93;2020;0;1;1;1;1;0;1;1;0;626;6770;0.16165382;0.305754033;0.123311536;0.069057058;0.225435405;0.123086018
-1.021500335;-80.47833021;99000;2;3;93;2024;0;1;1;1;1;0;1;1;0;626;6770;0.324832979;0.224428537;0.139889644;0.79629766;0.389741802;0.267651553
-1.034101233;-80.4666536;230000;5;6;93;2012;0;1;1;1;1;1;1;1;0;626;6770;0.210176681;0.277179154;0.352719589;0.620773795;0.108296675;0.141091018
-1.052997369;-80.45892119;230000;4;5;93;2012;0;1;1;1;1;1;1;1;0;626;6770;0.228774264;0.554133881;0.371710875;0.138232099;0.281623826;0.193143345
-1.055376861;-80.47076584;63000;5;5;93;2001;0;1;1;1;1;0;0;1;0;632;5030;0.047895808;0.477119383;0.617319431;0.22242046;0.1842245;0.172197391
-1.053018823;-80.45514464;260000;4;4;93;2000;0;1;1;1;1;0;1;1;0;626;6770;0.059078664;0.282918504;0.036058039;0.143981303;0.098629982;0.251396845
-1.132271408;-80.40367818;195000;5;5;93;2003;0;1;1;1;1;0;1;1;0;633;5265;0.424804133;0.542910322;0.52987343;0.739661485;4.309630634;3.27345244
-1.056936675;-80.47171531;148014.6347;7;6;93;2006;0;1;1;1;1;1;1;1;0;632;5030;0.185988572;0.375700508;0.710902466;0.40179771;0.284523512;0.048138055
-1.054263157;-80.45411467;45000;1;3;93;2009;0;1;1;1;0;0;1;0;0;626;6770;0.05012684;0.229784528;0.171267667;0.178649034;0.137429918;0.413390154
-1.052525639;-80.45657926;92000;3;4;93;2004;0;1;1;1;1;1;1;1;0;626;6770;0.203021592;0.31302494;0.164738064;0.08137115;0.264261548;0.083027798
-1.051881758;-80.45495152;48000;1;2;93;2006;0;1;1;1;1;0;1;0;0;626;6770;0.18524058;0.154997564;0.16229393;0.097205126;0.149698823;0.267090898
-1.03242821;-80.46391039;260000;3;4;120;2016;0;1;1;1;0;0;0;0;0;627;5280;0.583431176;0.619651379;0.209755771;0.418191736;0.260802307;0.124582986
-1.04513801;-80.01480994;43000;2;3;100;2016;0;1;1;1;1;0;1;0;0;334;3625;0.424804133;0.542910322;0.52987343;0.585057014;0.377608629;0.389525669
-1.052782828;-80.45611023;48500;1;3;93;2023;0;1;1;1;1;0;1;1;0;626;6770;0.143889163;0.301787578;0.10535992;0.073400425;0.2078708;0.141213213
-1.05115232;-80.45314907;46500;2;3;72;2009;0;1;1;1;1;0;1;0;0;627;5280;0.12579254;0.284899282;0.342738604;0.081274849;0.047819967;0.17382509
-1.054413335;-80.45398592;74000;3;3;92;2021;0;1;1;1;1;0;1;0;0;626;6770;0.049924944;0.217370232;0.192935952;0.165182318;0.156156564;0.434299414
-1.033651196;-80.46756871;83000;2;2;98;2024;0;1;1;1;0;1;0;0;0;626;6770;0.096895216;0.340688785;0.277350354;0.604151185;0.009006231;0.234953362
-1.022579948;-80.47625018;450000;5;4;5410;1994;0;1;1;1;0;0;0;0;0;626;6770;0.283747338;0.039170214;0.267089789;1.002205499;0.244769422;0.447189861
-1.021936321;-80.47526313;150000;4;4;200;2019;0;1;1;1;0;0;0;0;0;626;6770;0.407491001;0.163138194;0.163770134;1.002762526;0.233270105;0.566298321
-1.053383491;-80.45390056;35000;1;2;80;2022;0;1;1;1;0;0;0;0;0;626;6770;0.123627367;0.221201201;0.157377074;0.122874246;0.05543655;0.39552342
-1.035646434;-80.4652719;105000;2;3;112;2024;0;1;1;1;0;0;0;0;0;626;6770;0.253283146;0.351683917;0.553872707;0.516921351;0.245572695;0.115583712
-1.022103443;-80.47070664;100000;4;3;138;2024;0;1;0;0;0;0;1;0;0;626;6770;0.82614569;0.657039589;0.52066311;0.848626567;0.463038973;0.754179525
-1.031028402;-80.47753018;148014.6347;6;5;300;2002;0;1;0;0;0;0;0;0;0;626;6770;0.703687212;0.776414291;0.313686337;1.190254598;0.53192682;0.120102078
-1.046963474;-80.45584734;270000;4;4;93;2010;0;1;0;1;0;0;0;0;1;626;6770;0.736881027;0.421260217;0.131615729;0.3510725;0.097421319;0.21853986
-1.026823376;-80.46658676;93000;4;3;126;2023;0;1;0;0;1;1;0;0;1;626;6770;0.748684139;0.174167491;0.267874673;0.159304755;0.15373979;0.082995317
-1.024248868;-80.46577137;88000;4;3;103;2023;0;1;0;0;1;0;1;0;1;626;6770;1.030459636;0.14555024;0.501955243;0.368184127;0.100392077;0.382247784
-1.05295441;-80.45162604;180000;4;4;609;2000;0;1;0;0;0;0;0;0;0;627;5280;0.25116861;0.022579436;0.106332258;0.093780283;0.125540982;0.18161743
-1.061836373;-80.47853396;220000;3;2;4000;2020;0;1;1;1;0;0;0;0;0;632;5030;0.449800729;0.534416491;0.90889039;0.964607056;0.326327805;0.685899011
-1.054477698;-80.45512318;92562;3;3;145;2016;0;1;1;1;0;0;0;0;0;626;6770;0.065992233;0.343658722;0.133117945;0.169416565;0.158260573;0.338484879
-1.050862757;-80.4888975;130000;3;3;93;2022;0;1;1;1;0;0;0;0;1;632;5030;1.0725106;0.663804469;1.945768559;0.773452855;0.30081295;0.194921112
-1.054627876;-80.45405029;100000;4;3;120;2010;0;1;1;1;0;0;0;0;0;626;6770;0.05053591;0.229122421;0.204111274;0.176223715;0.17855688;0.441436158
-1.052611196;-80.45304178;120000;3;3;110;2015;0;1;1;1;0;0;0;0;0;626;6770;0.233388875;0.200691673;0.263771844;0.051227854;0.056209432;0.432376235
-1.05183885;-80.4549086;77000;3;3;120;1997;0;1;1;1;0;1;1;0;1;626;6770;0.190373424;0.14918289;0.168134247;0.094726891;0.151470377;0.266229951
-1.052675558;-80.45430779;95000;3;3;120;2012;0;1;1;1;0;0;0;0;0;626;6770;0.12799123;0.239894609;0.13135808;0.05576241;0.040411761;0.335281386
-1.052875218;-80.46077969;114000;4;5;93;1982;0;1;1;1;0;1;0;0;0;626;6770;0.174572762;0.654009032;0.332443234;0.149414784;0.161196245;0.191353428
-1.055164319;-80.48603299;155000;4;4;93;2018;0;1;1;1;0;0;1;0;1;632;5030;0.660639591;0.291183665;1.68069801;0.487892705;0.20135197;0.497089425
-1.122753774;-80.40909095;91000;1;4;93;2017;0;1;1;1;0;0;0;0;1;633;5265;0.424804133;0.542910322;0.52987343;1.956075888;3.163427188;2.078926111
-1.04690451;-80.46421595;250000;4;4;93;2022;0;1;1;1;0;1;1;0;1;626;6770;0.164965116;0.825838038;0.351020343;0.102976896;0.106670324;0.231745475
-1.057086489;-80.4519029;220000;5;5;93;2019;0;0;1;1;0;1;1;0;1;629;5795;0.528471142;0.630771845;0.063534841;0.056520694;0.100038785;0.170720575
-1.052911552;-80.45132517;120000;4;3;340;2019;0;0;1;1;0;0;0;0;0;627;5280;0.225870905;0.027922853;0.073281668;0.093637149;0.145287062;0.15046876
-1.05263265;-80.4512608;85000;3;3;93;2023;0;1;1;0;0;0;1;0;1;627;5280;0.197380567;0.058067885;0.076452189;0.061957668;0.133595449;0.15599097
-1.055014801;-80.4731514;75000;3;3;97;2013;0;1;1;0;0;0;0;0;0;632;5030;0.220549742;0.238570314;0.880240819;0.298411661;0.11699746;0.192248714
-1.04911694;-80.46676936;185000;4;4;93;2022;0;1;1;1;0;0;1;1;1;626;6770;0.540345636;0.814787773;0.430486801;0.279977093;0.132093233;0.011955422
-1.054885324;-80.45445799;75000;3;3;90;2020;0;1;1;1;0;0;0;0;0;626;6770;0.068940377;0.280589168;0.20071371;0.227590559;0.159261086;0.423536815
-1.057580544;-80.47608197;85000;6;7;93;2003;0;1;1;1;0;0;1;0;1;632;5030;0.113421734;0.202939247;1.060908898;0.731047303;0.112176914;0.274279393
-1.052675558;-80.45304178;90000;4;3;130;2021;0;1;1;1;0;0;0;0;0;626;6770;0.226493749;0.194744279;0.261796273;0.055181211;0.052075509;0.438147113
-1.058474555;-80.43979772;105000;2;3;93;2023;0;1;1;1;0;0;1;0;1;630;6775;0.436365418;1.221514199;0.594149563;0.467083115;0.392549369;0.312594311
-1.048419683;-80.46687665;1190000;8;8;93;2012;0;1;1;1;0;1;0;0;1;626;6770;0.504470184;0.741860984;0.466345383;0.281760734;0.149771785;0.073642008
-1.052997369;-80.45505881;250000;6;3;570;2018;0;1;1;1;0;0;1;1;1;626;6770;0.060773711;0.278638948;0.043610906;0.135130093;0.089171207;0.259870555
-1.053512266;-80.45306324;65000;2;3;140;2009;0;1;1;1;0;0;0;0;1;626;6770;0.138241195;0.131163757;0.251320215;0.103844079;0.077521743;0.488959725
-1.052911552;-80.45055269;120000;4;4;139;2016;0;1;1;1;0;0;0;0;0;627;5280;0.186329598;0.106104185;0.015375805;0.106351332;0.217841977;0.072862411
-1.052868644;-80.45679688;220000;5;4;700;1995;0;1;1;1;0;0;0;0;0;626;6770;0.206821421;0.357232948;0.171628837;0.050090772;0.282911344;0.080360736
-1.051409769;-80.45115351;73500;3;3;120;2020;0;1;1;1;0;0;0;0;0;627;5280;0.119348186;0.191912736;0.183180459;0.078206699;0.10748053;0.112376007
-1.056254361;-80.45544831;150000;5;5;316;2000;0;1;1;1;0;0;1;0;1;626;6770;0.241021854;0.435514338;0.32932496;0.228102148;0.046384765;0.480170682
-1.053640939;-80.45360015;62000;3;3;105;2019;0;1;1;1;0;0;0;0;0;626;6770;0.110613434;0.18013043;0.194301811;0.139767363;0.081653282;0.436127974
-1.011927132;-80.46791629;93000;3;3;93;2023;0;1;1;1;0;0;1;1;1;626;6770;1.301948895;1.524758719;0.496823022;1.455782085;0.174911727;0.217464859
-1.047187016;-80.45024185;78000;3;3;93;2017;0;0;1;1;0;0;1;0;1;627;5280;0.315950259;0.329336875;0.278722593;0.308799847;0.41265854;0.018857373
-1.054477698;-80.45387863;75000;3;3;100;2021;0;0;1;1;0;0;0;0;0;626;6770;0.036019321;0.206836224;0.206681748;0.154264222;0.165807132;0.44820845
-0.876290132;-80.54085928;68000;2;4;93;2023;0;1;1;0;0;0;1;1;1;331;770;0.424804133;0.542910322;0.271998698;0.213214196;0.149085772;0.128025061
-1.056567408;-80.45207832;115000;3;3;93;2022;0;1;1;1;0;0;1;0;1;629;5795;0.539257874;0.691696565;0.023611102;0.051895193;0.116810508;0.231008703
-1.051474131;-80.45113205;68000;2;3;126;2022;0;1;1;1;1;0;0;1;1;627;5280;0.117920806;0.185390651;0.175638788;0.070838681;0.108819055;0.11969719
-1.051184568;-80.48994893;43000;2;2;48;2008;0;1;1;1;0;0;1;1;1;632;5030;1.1672038;0.751916081;1.872831169;0.735588336;0.333544961;0.147981585
-1.052611196;-80.45299887;56000;3;3;105;2017;0;1;1;1;0;0;0;0;0;627;5280;0.263938366;0.176688251;0.262214112;0.096603836;0.036989456;0.269771151
-0.878258027;-80.54294225;449000;9;9;93;2020;0;1;0;1;0;0;0;0;1;331;770;0.424804133;0.542910322;0.525583415;0.094579996;0.242850777;0.190224428
-1.047011766;-80.46895409;185000;6;8;93;2020;0;1;1;1;0;0;0;0;1;626;6770;0.666350159;0.501246133;0.44312851;0.149256313;0.179423563;0.124857619
-0.996141784;-80.41668244;140000;3;3;93;2020;0;0;1;0;0;0;0;0;1;333;3185;0.424804133;0.542910322;0.52987343;2.73529691;4.096467764;0.74800894
-1.037658737;-80.46818503;70000;2;3;147;2007;0;1;1;1;0;0;1;0;1;626;6770;0.229452543;0.613307985;0.165248037;0.327189778;0.11543515;0.136651161
-1.05791836;-80.45135718;55000;1;5;93;2022;0;1;1;1;0;0;0;1;1;629;5795;0.554113749;0.524557401;0.16612596;0.13142099;0.086367178;0.061253513
-0.875982935;-80.5418534;135000;3;2;93;2020;0;1;1;1;0;0;0;0;1;331;770;0.424804133;0.542910322;0.24648737;0.180700412;0.045526523;0.097527694
-1.037664638;-80.47607907;135000;4;3;93;2014;0;1;1;1;0;0;0;0;1;626;6770;0.713419519;0.849418001;0.401597895;0.62692405;0.203799455;0.118712895
-1.05486387;-80.4553163;145000;3;4;93;2010;0;1;1;1;0;0;1;0;1;626;6770;0.106118714;0.372116191;0.174367995;0.176059236;0.111351929;0.355966705
-1.04808935;-80.48815075;88000;3;3;90;2000;0;1;1;1;0;0;1;0;1;632;5030;1.166789342;0.809198813;2.263633652;1.089597516;0.090136545;0.51294134
-0.871800021;-80.54016348;280000;4;7;93;2012;0;0;1;1;0;0;0;0;1;331;770;0.424804133;0.542910322;0.256748767;0.681698416;0.539485941;0.049231742
-0.870791627;-80.54009911;220000;2;2;155;2017;0;1;1;1;0;0;0;0;1;331;770;0.424804133;0.542910322;0.36293425;0.789898219;0.645559291;0.161568712
-1.058756914;-80.45086487;85000;3;3;93;2022;0;1;1;1;0;0;0;0;1;629;5795;0.593420772;0.421046388;0.273199209;0.212771153;0.166755014;0.049408012
-1.051023596;-80.4532349;90000;3;3;110;2022;0;0;1;1;0;0;0;0;1;627;5280;0.12283081;0.30199021;0.358968042;0.098468626;0.054878013;0.178041446
-1.04308568;-80.47764845;95000;4;4;232;2016;0;1;1;1;0;0;1;0;1;626;6770;0.786746783;0.811448222;0.617627397;0.56664742;0.298438088;0.28162988
-1.052439563;-80.45117497;65000;2;3;180;2023;0;1;0;1;0;0;0;0;1;627;5280;0.17511453;0.081555085;0.082609588;0.038562396;0.133876216;0.159699478
-1.04235624;-80.48116751;74000;2;3;120;2022;0;1;1;1;0;0;0;0;1;626;6770;0.849647834;0.823046178;0.744267234;0.881981262;0.102539722;0.297891009
-1.042914047;-80.47739096;160000;3;3;93;2010;0;1;1;1;1;1;1;0;1;626;6770;0.754330834;0.782120325;0.585003392;0.539446617;0.264099151;0.247545104
-1.069424252;-80.44557401;75000;2;3;93;2017;0;1;1;1;1;0;1;1;1;632;5030;0.496001754;0.129143565;0.352377756;0.226539703;0.22979734;0.378068463
-1.035877047;-80.46997708;164500;3;3;230;2012;0;1;1;1;0;0;1;1;0;626;6770;0.111338445;0.693128623;0.341326806;0.381957684;0.101952317;0.119359693
-0.867624647;-80.53700227;58000;2;2;93;2017;0;0;1;0;0;1;1;0;0;331;770;0.424804133;0.542910322;0.835985628;1.250829311;0.786282313;0.624801745
-1.007773225;-80.46372054;100000;2;2;200;2021;0;0;1;0;0;0;1;0;0;627;5280;0.785548066;0.972504816;0.315049829;2.3250717;0.916864533;0.648153349
-1.04872811;-80.45813469;116500;3;4;93;2017;0;1;1;1;1;0;1;1;0;626;6770;0.622602205;0.442697097;0.1967838;0.079653497;0.185627423;0.121051997
-1.053254909;-80.48472407;39850;2;4;110;2017;0;1;1;1;0;0;1;0;1;632;5030;0.542739832;0.129123059;1.937822053;0.73619824;0.20270376;0.50499115
-1.032299582;-80.46591647;93000;3;3;93;2017;0;1;1;1;1;0;1;1;1;626;6770;0.188771325;0.135993897;0.251708776;0.409054472;0.116401688;0.117629614
-1.060714386;-80.47894891;85000;2;3;93;2017;0;1;1;1;1;0;1;0;0;632;5030;0.507740135;0.662330644;1.039449338;1.031697242;0.259921272;0.554433683
-1.034737145;-80.48808423;68000;2;3;140;2010;0;1;1;1;0;0;1;1;1;626;6770;0.364484823;0.794865465;0.932344976;1.79127471;0.300392251;0.279341931
-1.01204148;-80.46676391;91900;2;3;105;2024;0;1;0;0;0;0;0;0;1;626;6770;1.42196414;1.501091709;0.517869138;1.578671624;0.048162801;0.326362347
-1.057609516;-80.45373801;99900;6;5;170;2007;0;1;0;0;0;0;0;0;0;629;5795;0.321372109;0.674522045;0.240440841;0.041892398;0.182543869;0.299538052
-1.057062439;-80.45322303;280000;24;22;650;1980;0;1;1;1;1;1;1;1;0;629;5795;0.402732063;0.693812816;0.162000708;0.041712222;0.156716517;0.274359308
-1.045990134;-80.45723485;290000;10;10;93;2003;0;1;1;1;0;1;1;0;0;626;6770;0.644435905;0.584970133;0.125736599;0.397036566;0.179621278;0.251109592
-1.054661547;-80.46037989;350000;20;22;93;1988;0;1;1;1;1;1;1;1;0;626;6770;0.029021578;0.456070748;0.422998736;0.256617595;0.090151908;0.375839435
-1.032830554;-80.47096413;109000;4;4;93;2017;0;1;1;1;1;0;1;0;0;626;6770;0.293083945;0.695466374;0.388857447;0.713741312;0.232092179;0.128247313
-1.017641054;-80.46820157;160000;6;5;246;2013;0;1;1;1;0;0;0;0;0;626;6770;1.244614916;0.928308073;0.099658728;1.144868966;0.392528652;0.318206152
-1.048526953;-80.46630802;320000;5;4;562;2013;0;1;1;1;0;0;0;0;1;626;6770;0.459309593;0.786471275;0.468319231;0.224963946;0.191637325;0.071823453
-0.874353187;-80.54032441;200000;7;6;186;2015;0;1;1;1;0;0;0;0;0;331;770;0.424804133;0.542910322;0.11068183;0.41779858;0.292854845;0.096743403
-1.052997369;-80.45608877;390000;3;3;800;1985;0;1;1;1;0;0;0;0;0;626;6770;0.129173836;0.320563737;0.092366764;0.060731885;0.203621437;0.153016003
-0.87386235;-80.53978727;90000;3;4;193;2017;0;0;1;1;0;0;0;0;0;331;770;0.424804133;0.542910322;0.156292696;0.496184279;0.373709199;0.167375417
-1.05371754;-80.46095389;134000;3;5;93;2017;0;1;1;1;0;1;1;0;0;626;6770;0.096510904;0.561266711;0.402034615;0.220465329;0.065595164;0.285956097
-1.051860304;-80.45334219;240000;7;5;93;2017;0;1;1;1;1;0;1;0;1;627;5280;0.201821991;0.248204556;0.322309447;0.064848118;0.043903355;0.232678632
-1.05273992;-80.44990896;88000;3;3;93;2022;0;1;1;1;0;0;0;0;0;627;5280;0.161055088;0.180097747;0.039662257;0.147149766;0.236215568;0.064677747
-0.860441766;-80.53038595;89000;8;9;367;2017;0;1;1;1;0;0;0;0;0;331;770;0.424804133;0.542910322;1.072723099;2.318123232;0.310345214;1.706894122
-1.053083185;-80.45136809;450000;12;9;654;1980;0;1;1;1;0;0;0;0;0;627;5280;0.244028919;0.013474866;0.078370874;0.111078189;0.155061298;0.150716852
-0.859090085;-80.53414104;150000;4;4;200;2017;0;1;1;1;0;0;0;0;0;331;770;0.424804133;0.542910322;0.858716826;2.243881856;0.493284822;1.610293994
-1.053040277;-80.45859932;165000;2;3;93;2018;0;1;1;1;1;0;0;1;1;626;6770;0.253172266;0.525826986;0.366418449;0.129716893;0.310776273;0.162607069
-1.051189927;-80.45670565;250000;3;3;93;2017;0;1;1;1;1;1;1;1;0;626;6770;0.319130134;0.246489141;0.280690978;0.052790511;0.149153779;0.145884355
-1.067599965;-80.45002539;150000;3;4;93;2017;0;1;1;1;1;1;1;1;0;632;5030;0.117671772;0.422544263;0.388088078;0.164367237;0.216428175;0.562765078
-1.032535481;-80.46345978;78000;3;3;98;2013;0;1;1;1;0;0;0;0;0;627;5280;0.590780981;0.64173271;0.238727583;0.43659049;0.232167958;0.085300069
-0.876144694;-80.54126855;235000;8;8;93;2010;0;1;1;1;0;0;0;0;0;331;770;0.424804133;0.542910322;0.253423412;0.193899487;0.103497472;0.110551178
-1.036700574;-80.46673635;93000;4;3;125;1995;0;1;1;1;0;0;0;0;0;626;6770;0.265780435;0.514999707;0.353965429;0.520284192;0.166638718;0.155482395
-1.052761374;-80.45844912;80000;3;3;240;2005;0;1;1;1;0;0;0;0;0;626;6770;0.28550571;0.495547869;0.353644567;0.096065989;0.310283631;0.134773838
-1.05342645;-80.45123934;85000;2;3;93;2022;0;1;1;1;0;0;1;1;0;627;5280;0.268786949;0.04533633;0.080116431;0.116318951;0.193374003;0.134942675
-1.03509959;-80.47551062;92000;3;3;93;2022;0;1;1;1;0;0;1;0;1;626;6770;0.705020773;1.023548549;0.112189059;0.708789915;0.240933206;0.134882184
-1.105054825;-80.42540454;170000;10;5;32250;2020;0;1;1;1;0;1;0;0;1;631;6910;0.424804133;0.542910322;4.1033762;1.060232162;2.224897839;2.771696187
-1.013984147;-80.36637833;750000;6;3;500;2000;0;1;0;0;0;1;1;0;0;329;10;0.424804133;0.542910322;3.099416793;2.827083258;0.291675505;2.147337173
-1.051624309;-80.45166849;265000;4;4;315;2022;0;1;0;0;0;0;0;0;0;627;5280;0.165598187;0.165651669;0.187619683;0.045328968;0.048772595;0.118318561
-1.02981351;-80.46746939;95000;3;4;108;1988;0;1;0;0;0;0;0;0;0;626;6770;0.402129176;0.430304399;0.15838131;0.259886777;0.165231961;0.216151078
-1.048813826;-80.45175432;125000;4;4;185;2017;0;1;0;0;0;0;0;0;0;627;5280;0.147125733;0.326868627;0.281784934;0.267166996;0.261314217;0.145957793
-1.059453482;-80.45490114;108000;6;6;323;2017;0;1;1;1;1;0;0;1;0;629;5795;0.147254949;0.629943216;0.22507816;0.28388844;0.051894946;0.429442449
-1.132092636;-80.4040046;170000;4;3;150;2017;0;1;1;1;0;0;0;0;0;633;5265;0.424804133;0.542910322;0.52987343;0.776484304;4.282282475;3.242103109
-1.055486037;-80.45832037;240000;7;5;125000;2017;0;1;1;1;0;0;1;1;0;626;6770;0.171250372;0.402127429;0.376056365;0.076115061;0.121997462;0.365814707
-1.058115207;-80.44861359;69000;2;3;120;2019;0;1;1;1;0;0;0;0;0;629;5795;0.849869126;0.511313298;0.403580039;0.247671726;0.346620071;0.286946326
-1.032064792;-80.34146411;320000;5;4;520;2017;0;1;1;1;0;0;0;0;0;329;10;0.424804133;0.542910322;0.625245957;0.408648267;0.683970353;0.742132262
-1.05205339;-80.46093821;350000;5;5;93;1997;0;1;1;1;0;0;1;0;0;626;6770;0.267594125;0.725961776;0.252219333;0.13314725;0.242105794;0.102324298
-0.861621805;-80.53186652;298000;2;3;240;2017;0;1;1;1;0;0;0;0;0;331;770;0.424804133;0.542910322;1.156843395;2.117185583;0.138453617;1.5013414
-1.049092729;-80.45817017;100000;3;3;189;2017;0;1;1;1;0;0;0;0;0;626;6770;0.603544435;0.429474177;0.173559477;0.039261459;0.164145982;0.138845998
-0.861450163;-80.53474185;120000;4;4;93;2015;0;1;1;1;0;0;0;0;1;331;770;0.424804133;0.542910322;1.125737139;1.977393872;0.365528879;1.344913931
-1.041326442;-80.47151155;72000;2;3;90;2023;0;1;1;1;0;0;0;0;1;626;6770;0.079306899;0.201815902;0.0922116;0.250098607;0.148414633;0.315696917
-1.050208341;-80.44844984;93000;3;3;93;2020;0;1;1;1;1;0;1;0;1;628;6585;0.424804133;0.542910322;0.52987343;0.585057014;0.110087329;0.025248331
-1.023562332;-80.47319573;100700;2;3;93;2017;0;1;1;1;0;0;1;0;0;626;6770;0.513138864;0.395194557;0.403332663;0.978443829;0.146382811;0.642298697
-1.063315032;-80.45762849;77000;2;2;93;2017;0;1;1;0;0;1;0;0;0;632;5030;0.120659523;0.423701087;0.244786938;0.3414319;0.743411389;0.218644384
-0.853651205;-80.53058983;75000;3;3;93;2022;0;1;1;1;1;0;1;0;0;331;770;0.424804133;0.542910322;0.427879529;2.95900896;0.268167312;2.327214753
-1.031441414;-80.46613105;125000;4;3;189;2017;0;1;1;1;0;1;0;0;1;626;6770;0.276311544;0.198722627;0.196914711;0.319545806;0.154869155;0.068219139
-1.050060809;-80.46210597;92562;4;3;145;2016;0;1;1;1;0;0;0;0;0;626;6770;0.461905296;0.837587535;0.070986858;0.032776226;0.064930089;0.194592291
-1.046641663;-80.45749958;180000;4;7;346;2017;0;1;1;1;0;0;0;1;0;626;6770;0.618983378;0.540728325;0.179207304;0.319659309;0.137963598;0.212409637
-0.85992684;-80.53175924;220000;2;2;155;2017;0;1;1;1;0;0;0;0;0;331;770;0.424804133;0.542910322;0.974442665;2.28322694;0.326542678;1.660388832
-0.861407252;-80.53403375;120000;4;4;200;2015;0;1;1;1;0;0;0;0;0;331;770;0.424804133;0.542910322;1.115581126;2.016409192;0.298944705;1.3864097
-0.861342886;-80.52927015;135000;2;2;180;2010;0;1;1;1;0;0;0;0;0;331;770;0.424804133;0.542910322;1.212194322;2.312370851;0.325666765;1.716655997
-0.862179641;-80.53439853;75000;3;3;200;2021;0;1;1;1;1;0;0;1;1;331;770;0.424804133;0.542910322;1.20337016;1.921482654;0.301593453;1.291729129
-1.054928324;-80.48438075;37000;2;3;75;2024;0;1;1;1;0;0;0;0;0;632;5030;0.475998144;0.135733301;1.817503223;0.656849366;0.036272624;0.364975756
-1.056344198;-80.45894264;55000;2;3;105;2019;0;1;1;1;0;0;0;0;0;626;6770;0.093990483;0.292317808;0.25943318;0.125443207;0.074882925;0.386935499
-1.047977117;-80.45656084;66999;2;3;80;2023;0;1;0;0;0;0;1;0;0;626;6770;0.640991698;0.359343868;0.245816008;0.213249843;0.057330083;0.081330402
-1.016676688;-80.46964316;65000;3;4;105;2017;0;1;0;0;0;0;0;0;1;626;6770;1.067574773;1.011635115;0.095317346;1.248344889;0.240912729;0.326211152
-1.055958026;-80.45220493;62000;3;3;105;2017;0;1;0;0;0;0;0;0;0;629;5795;0.567033712;0.760463048;0.072222959;0.082512157;0.127557318;0.298617285
-1.045107724;-80.47367063;160000;3;4;93;2010;0;1;1;1;0;0;1;0;1;626;6770;0.529437776;0.453435068;0.420420444;0.231132968;0.418554281;0.398075368
-1.057722883;-80.45722061;148014.6347;7;6;93;2006;1;1;1;1;1;1;1;1;0;626;6770;0.156109186;0.280143969;0.315167088;0.139761742;0.175522346;0.323169626
-1.062012677;-80.4685217;85000;5;3;105;2009;1;1;1;1;0;0;1;1;0;632;5030;0.218078038;0.312249073;0.11838833;0.247617905;0.190231724;0.222720947
-1.029574957;-80.47393978;112000;4;3;135;2023;1;1;1;1;0;0;0;0;0;626;6770;0.682276003;0.836251218;0.529193203;0.950422963;0.216296223;0.317414828
-1.061304695;-80.4690045;74000;3;3;120;2009;1;1;1;1;0;0;1;1;0;632;5030;0.19986414;0.294148034;0.174820142;0.236679135;0.191900004;0.205905053
