latitud;longitud;precio_numero;num_banos;num_habitaciones;m2;anio_construccion;Parqueadero;Parque;Avenidas_principales;Colegios;Armario;Balcon;Patio;Bodega;Seguridad;OBJECTID;CODPAR;distancia_minima_TRANSITO;distancia_minima_SEGURIDAD;distancia_minima_SALUD;distancia_minima_FINANZAS;distancia_minima_ENTRETENIMIENTO;distancia_minima_EDUCACION
-1.062048404;-80.47771383;89000;2;3;90;2024;0;0;1;0;0;0;0;0;0;632;5030;0.36042723;0.463191147;0.876410069;1.012621276;0.316183234;0.621807077
-1.01193786;-80.46807722;102000;3;4;120;2023;1;1;1;1;0;0;1;0;0;626;6770;1.284465278;1.512563162;0.493522954;1.438055111;0.16063222;0.20563905
-1.024423563;-80.47667782;84990;3;3;97;2023;1;0;1;1;1;0;1;0;0;626;6770;0.114384075;0.20956137;0.473155014;1.165706261;0.214183889;0.430440683
-1.006916406;-80.46555477;98000;4;3;115;2024;1;0;1;1;1;0;1;0;0;627;5280;0.958420925;1.118365606;0.305052748;2.424502359;1.048437985;0.494624659
-1.020979182;-80.46269984;63000;2;2;75;2023;1;0;1;1;0;0;0;0;0;627;5280;0.697180251;0.511884353;0.691232035;0.87195382;0.271104626;0.280820268
-1.049170575;-80.46623292;260000;4;5;93;2000;1;1;1;1;1;0;1;1;0;626;6770;0.500115122;0.850611703;0.431715362;0.222903992;0.12665197;0.051707992
-1.010059928;-80.46483354;88500;1;3;93;2023;1;1;1;1;1;0;1;1;0;627;5280;0.62362048;0.763646078;0.121973264;2.071445378;0.690548837;0.454012185
-1.021543243;-80.47999318;105000;2;3;93;2024;1;1;1;1;1;1;1;1;0;626;6770;0.241084802;0.393174642;0.075975724;0.760185888;0.219309135;0.158570934
-1.04941346;-80.46101002;50000;2;2;56;2021;1;1;1;1;1;0;1;0;0;626;6770;0.44003017;0.724906477;0.16072426;0.079937045;0.145745007;0.19594413
-1.055131973;-80.46189447;48000;1;2;93;2006;1;1;1;1;1;0;0;0;0;626;6770;0.182538514;0.426484728;0.426213885;0.101577882;0.128779596;0.20286723
-1.05749012;-80.46012556;39000;1;3;93;2017;1;1;1;1;0;0;0;0;0;626;6770;0.172395018;0.151666663;0.107462782;0.269824579;0.200544528;0.276122938
-1.047526938;-80.44939417;86000;2;3;93;2023;1;1;1;1;1;1;1;1;0;628;6585;0.424804133;0.542910322;0.52987343;0.585057014;0.203577775;0.071703902
-1.05749012;-80.4534037;76000;2;3;93;2015;1;1;1;1;1;1;1;0;0;629;5795;0.360021826;0.663951143;0.201796571;0.020758528;0.150467002;0.269332553
-1.057902796;-80.45947696;83000;5;5;93;2001;1;1;1;1;1;1;0;1;0;626;6770;0.151538358;0.113956181;0.080736136;0.197264366;0.195651566;0.213785581
-1.047526938;-80.44750733;350000;7;6;93;2008;1;1;1;1;1;1;1;1;0;628;6585;0.424804133;0.542910322;0.52987343;0.585057014;0.170928338;0.145422911
-1.023996758;-80.47913466;105000;2;3;93;2024;1;1;1;1;1;1;1;1;0;626;6770;0.18087189;0.324978364;0.329101486;1.043573175;0.320755585;0.170935671
-1.046165533;-80.45073109;250000;6;6;93;2020;1;1;1;1;1;0;1;1;0;627;5280;0.328932034;0.254548219;0.404446488;0.283757873;0.390014595;0.072044064
-1.022957686;-80.47938303;99000;2;3;93;2024;1;1;1;1;1;0;1;1;0;626;6770;0.271914334;0.312835424;0.211382941;0.925077172;0.256131262;0.097053604
-1.034616634;-80.46628125;230000;5;6;93;2012;1;1;1;1;1;1;1;1;0;626;6770;0.221351543;0.289787838;0.421891977;0.66981506;0.159412838;0.076665681
-1.034595179;-80.46733268;230000;4;5;93;2012;1;1;1;1;1;1;1;1;0;626;6770;0.183380479;0.370449319;0.384996714;0.63585852;0.08206276;0.143597066
-1.049350651;-80.45915393;74000;3;3;92;2021;1;1;1;1;1;0;1;0;0;626;6770;0.568961102;0.524557978;0.064487693;0.092965358;0.118194782;0.211918185
-1.050347139;-80.44835147;46500;2;3;72;2009;1;1;1;1;1;0;1;0;0;628;6585;0.424804133;0.542910322;0.52987343;0.585057014;0.126492912;0.006349138
-1.034692631;-80.46887698;83000;2;2;98;2024;0;1;1;1;0;1;0;0;0;626;6770;0.073254639;0.521250812;0.40629033;0.54358318;0.163445831;0.243344028
-1.044158385;-80.46760626;250000;4;4;93;2022;1;1;1;1;0;1;1;0;1;626;6770;0.475678458;0.344839382;0.17715934;0.137469546;0.238191066;0.194814711
-1.058109022;-80.45167052;220000;5;5;93;2019;1;0;1;1;0;1;1;0;1;629;5795;0.515277208;0.514880101;0.178558573;0.154094629;0.054162708;0.066191467
-1.055870304;-80.47113062;63000;5;5;93;2001;1;1;1;1;1;0;0;1;0;632;5030;0.058657553;0.430305922;0.664526111;0.275883391;0.195663802;0.104626909
-1.051345406;-80.45823454;260000;4;4;93;2000;1;1;1;1;1;0;1;1;0;626;6770;0.418164988;0.415366999;0.235576281;0.06299882;0.202084813;0.037834655
-1.129136315;-80.40467477;195000;5;5;93;2003;1;1;1;1;1;0;1;1;0;633;5265;0.424804133;0.542910322;0.52987343;1.096166446;3.945222808;2.90828528
-1.050015254;-80.45675396;45000;1;3;93;2009;1;1;1;1;0;0;1;0;0;626;6770;0.435055529;0.247769692;0.317852143;0.11613983;0.024251217;0.16602791
-1.060719404;-80.46669735;92000;3;4;93;2004;1;1;1;1;1;1;1;1;0;632;5030;0.402918839;0.110441841;0.143695423;0.072019604;0.074982403;0.424740602
-1.05464933;-80.46141028;48000;1;2;93;2006;1;1;1;1;1;0;1;0;0;626;6770;0.113119962;0.464590061;0.451470948;0.142094229;0.052857676;0.263649802
-1.047725009;-80.45161514;260000;3;4;120;2016;1;1;1;1;0;0;0;0;0;627;5280;0.152047061;0.233810224;0.32384936;0.293921079;0.253815469;0.110516247
-1.057360503;-80.48220924;48500;1;3;93;2023;1;1;1;1;1;0;1;1;0;632;5030;0.366953539;0.422699523;1.498390806;0.817560868;0.327244976;0.136631765
-1.021558668;-80.47331976;450000;5;4;5410;1994;0;1;1;1;0;0;0;0;0;626;6770;0.596548433;0.380710643;0.231525689;1.108130165;0.288228475;0.786395574
-1.022934707;-80.47661577;150000;4;4;200;2019;0;1;1;1;0;0;0;0;0;626;6770;0.228673486;0.043864569;0.321642605;1.01789853;0.26033209;0.404701019
-1.053042918;-80.44685552;35000;1;2;80;2022;0;1;1;1;0;0;0;0;0;630;6775;0.761945349;2.199985351;0.233582822;0.319186908;0.309449723;0.126609272
-1.031135595;-80.46787872;105000;2;3;112;2024;0;1;1;1;0;0;0;0;0;626;6770;0.248521246;0.384449576;0.004589846;0.38695159;0.044145099;0.261802052
-1.028488524;-80.47922395;100000;4;3;138;2024;1;1;0;0;0;0;1;0;0;626;6770;0.4552276;0.508927558;0.465537383;1.528158333;0.611590627;0.24095898
-1.056262383;-80.46088163;148014.6347;6;5;300;2002;0;1;0;0;0;0;0;0;0;626;6770;0.212835027;0.27852211;0.263095319;0.26706138;0.086450781;0.336952097
-1.026523017;-80.4661147;93000;4;3;126;2023;1;1;0;0;1;1;0;0;1;626;6770;0.78687246;0.120083518;0.268673764;0.141345352;0.155823191;0.131806365
-1.034074896;-80.47486943;88000;4;3;103;2023;1;1;0;0;1;0;1;0;1;626;6770;0.647504198;1.085060136;0.024348394;0.740691756;0.227595321;0.136924788
-1.037663125;-80.46267636;220000;3;2;4000;2020;1;1;1;1;0;0;0;0;0;626;6770;0.474531554;0.613857281;0.726813446;0.214584697;0.333570049;0.248916434
-1.051163094;-80.46287482;114000;4;5;93;1982;1;1;1;1;0;1;0;0;0;626;6770;0.451874242;0.880128644;0.08187531;0.124873071;0.067275765;0.237362554
-1.05252538;-80.45780539;92562;3;3;145;2016;1;1;1;1;0;0;0;0;0;626;6770;0.325191547;0.420637993;0.289990037;0.078545584;0.312124752;0.058557057
-1.058298641;-80.4517527;115000;3;3;93;2022;1;1;1;1;0;0;1;0;1;629;5795;0.502010554;0.498382819;0.198674037;0.168515369;0.056906816;0.066141968
-1.056129658;-80.45851349;85000;3;3;93;2023;1;1;1;0;0;0;1;0;1;626;6770;0.099553457;0.327430168;0.303485974;0.080748193;0.055137536;0.417297739
-1.051388315;-80.46248316;100000;4;3;120;2010;1;1;1;0;0;0;0;0;0;626;6770;0.406106785;0.84450484;0.100663339;0.122719466;0.099213804;0.195549096
-1.051163114;-80.48861855;85000;6;7;93;2003;1;1;1;1;0;0;1;0;1;632;5030;1.030674917;0.620291776;1.9261857;0.743891228;0.258886489;0.181621943
-1.050788551;-80.48991499;130000;3;3;93;2022;1;1;1;1;0;0;0;0;1;632;5030;1.179691992;0.767181454;1.915882269;0.779342766;0.331113739;0.190094986
-1.04824805;-80.46695175;1190000;8;8;93;2012;1;1;1;1;0;1;0;0;1;626;6770;0.501837116;0.721229285;0.449528952;0.264982293;0.144890837;0.094364804
-1.055161276;-80.44996924;250000;6;3;570;2018;1;1;1;1;0;0;1;1;1;630;6775;1.090991949;2.320882741;0.131854679;0.078001675;0.333640179;0.094074213
-1.048611145;-80.44862045;65000;2;3;140;2009;1;1;1;1;0;0;0;0;1;628;6585;0.424804133;0.542910322;0.52987343;0.585057014;0.058073867;0.153146928
-1.048466657;-80.45165522;180000;4;4;609;2000;1;1;1;1;0;0;0;0;0;627;5280;0.143314764;0.297962118;0.28476914;0.276136542;0.258478009;0.152616585
-1.056798806;-80.46056682;120000;4;4;139;2016;1;1;1;1;0;0;0;0;0;626;6770;0.207092005;0.217665292;0.194749076;0.310467314;0.124656623;0.365882556
-1.058051035;-80.45863999;120000;4;3;340;2019;1;1;1;1;0;0;0;0;0;626;6770;0.11665831;0.131441932;0.153347612;0.171522805;0.167221549;0.206848872
-1.059736727;-80.45430461;220000;5;4;700;1995;1;1;1;1;0;0;0;0;0;629;5795;0.219632625;0.557095473;0.20323356;0.283011644;0.124819706;0.37678504
-1.055257601;-80.44818692;73500;3;3;120;2020;1;1;1;1;0;0;0;0;0;630;6775;0.894137477;2.152962424;0.125801713;0.140332802;0.17571007;0.138985238
-1.057617571;-80.45454547;75000;3;3;90;2020;1;1;1;1;0;0;0;0;0;629;5795;0.249236887;0.731190974;0.321450087;0.12166697;0.21067506;0.385733112
-1.058002872;-80.45425644;62000;3;3;105;2019;1;1;1;1;0;0;0;0;0;629;5795;0.249396417;0.677914624;0.312402077;0.113681378;0.191513952;0.346055889
-1.064081085;-80.44502738;93000;3;3;93;2023;0;1;1;1;0;0;1;1;1;632;5030;0.512479344;0.518953055;0.325744391;0.516767298;0.068966564;0.168942758
-1.02633537;-80.46346363;78000;3;3;93;2017;1;0;1;1;0;0;1;0;1;627;5280;0.103261506;0.051122962;0.090684859;0.272732935;0.062134242;0.636520818
-1.054713692;-80.46259045;75000;3;3;100;2021;1;0;1;1;0;0;0;0;0;626;6770;0.243437216;0.499170218;0.469849537;0.011505636;0.172285198;0.136308996
-0.875042101;-80.54076923;68000;2;4;93;2023;1;1;1;0;0;0;1;1;1;331;770;0.424804133;0.542910322;0.138915495;0.32663221;0.204777607;0.040387303
-1.03454693;-80.4808671;74000;2;3;120;2022;1;1;1;1;0;0;0;0;1;626;6770;0.81939592;0.808806688;0.237442769;1.248598605;0.212275188;0.389895738
-1.054415997;-80.4747998;75000;3;3;97;2013;1;1;1;0;0;0;0;0;0;632;5030;0.355486808;0.190203904;1.064675303;0.436062834;0.079318847;0.212063394
-1.050446891;-80.46209227;68000;2;3;126;2022;1;1;1;1;1;0;0;1;1;626;6770;0.477564966;0.834453239;0.054444738;0.010181975;0.106448511;0.169718051
-1.049149908;-80.46262295;120000;3;3;110;2015;1;1;1;1;0;0;0;0;0;626;6770;0.351955938;0.906595969;0.148892138;0.00747124;0.053079473;0.103329253
-1.057108662;-80.46527631;90000;4;3;130;2021;1;1;1;1;0;0;0;0;0;632;5030;0.442995931;0.342193874;0.247118477;0.158400077;0.130448981;0.327896465
-1.049704237;-80.48917645;43000;2;2;48;2008;1;1;1;1;0;0;1;1;1;632;5030;1.158410102;0.761752322;2.056209239;0.899820888;0.194383025;0.310997251
-1.046420877;-80.44964665;77000;3;3;120;1997;1;1;1;1;0;1;1;0;1;628;6585;0.424804133;0.542910322;0.52987343;0.585057014;0.320271212;0.130524611
-1.048973505;-80.45875094;56000;3;3;105;2017;1;1;1;1;0;0;0;0;0;626;6770;0.578761026;0.494459268;0.125810165;0.08585211;0.177945795;0.194131791
-1.048154737;-80.46467595;185000;4;4;93;2022;1;1;1;1;0;0;1;1;1;626;6770;0.300409273;0.873622787;0.348730573;0.072090318;0.126782811;0.152006254
-0.875619343;-80.54009774;449000;9;9;93;2020;1;1;0;1;0;0;0;0;1;331;770;0.424804133;0.542910322;0.229787229;0.32604757;0.242363339;0.05964578
-1.047869871;-80.47025887;185000;6;8;93;2020;1;1;1;1;0;0;0;0;1;626;6770;0.731897605;0.571832621;0.556938451;0.087195245;0.239890371;0.265006865
-0.994782795;-80.41720896;140000;3;3;93;2020;1;0;1;0;0;0;0;0;1;333;3185;0.424804133;0.542910322;0.52987343;2.577227858;4.062806964;0.770604651
-1.052490615;-80.46229075;95000;3;3;120;2012;1;0;1;0;0;0;0;0;0;626;6770;0.297318738;0.720469281;0.224967305;0.238431125;0.161389392;0.227582373
-1.068583806;-80.47534707;70000;2;3;147;2007;1;1;1;1;0;0;1;0;1;632;5030;0.734000171;0.330451661;0.265615749;1.010240848;0.244208507;0.791640697
-1.109822559;-80.41322318;55000;1;5;93;2022;1;1;1;1;0;0;0;1;1;633;5265;0.424804133;0.542910322;0.52987343;3.442490506;1.708254283;0.573129863
-0.875586859;-80.54082867;135000;3;2;93;2020;1;1;1;1;0;0;0;0;1;331;770;0.424804133;0.542910322;0.195498271;0.272869805;0.166984439;0.059124305
-1.044075583;-80.46813906;135000;4;3;93;2014;1;1;1;1;0;0;0;0;1;626;6770;0.42659959;0.2886691;0.237034365;0.173580695;0.202543021;0.138962149
-1.050679072;-80.48965136;99900;6;5;170;2007;1;1;1;1;0;0;0;0;0;632;5030;1.157427623;0.74683722;1.936592032;0.790541847;0.31103578;0.199096893
-1.109150304;-80.41471577;280000;24;22;650;1980;1;1;1;1;1;1;1;1;0;633;5265;0.424804133;0.542910322;0.52987343;3.582840007;1.652275407;0.493924618
-1.046416424;-80.47712531;160000;3;4;93;2010;1;1;1;1;0;0;1;0;1;626;6770;0.903988712;0.856833953;0.759302707;0.61149303;0.534739017;0.234995716
-1.05588719;-80.46183315;145000;3;4;93;2010;1;1;1;1;0;0;1;0;1;626;6770;0.227555156;0.345566304;0.352134439;0.164543958;0.166777393;0.223257424
-1.051914006;-80.48909062;105000;2;3;93;2023;1;1;1;1;0;0;1;0;1;632;5030;1.050468805;0.63308427;1.829102474;0.65514261;0.209650968;0.083746775
-1.051184568;-80.48842543;88000;3;3;90;2000;1;1;1;1;0;0;1;0;1;632;5030;1.010025729;0.600444206;1.932231818;0.744832601;0.250796146;0.193509394
-1.051185891;-80.48586448;155000;4;4;93;2018;1;1;1;1;0;0;1;0;1;632;5030;0.757676265;0.3813088;2.059665168;0.840744947;0.231237229;0.439120062
-0.87318388;-80.53874727;280000;4;7;93;2012;1;0;1;1;0;0;0;0;1;331;770;0.424804133;0.542910322;0.28232698;0.626025963;0.509895586;0.193195664
-1.111316646;-80.41368451;85000;3;3;93;2022;1;0;1;1;0;0;0;0;1;633;5265;0.424804133;0.542910322;0.52987343;3.316187333;1.877598569;0.732066171
-1.059046505;-80.45430547;90000;3;3;110;2022;1;0;1;1;0;0;0;0;1;629;5795;0.209630098;0.602426916;0.277291866;0.211755671;0.120590329;0.354622443
-1.119905717;-80.40920748;91000;1;4;93;2017;1;0;1;1;0;0;0;0;1;633;5265;0.424804133;0.542910322;0.52987343;2.2392269;2.84739763;1.771935857
-1.034708375;-80.48113046;95000;4;4;232;2016;1;1;1;1;0;0;1;0;1;626;6770;0.785141091;0.814345359;0.266686005;1.268009962;0.18105186;0.38749584
-1.047912755;-80.44988751;65000;2;3;180;2023;1;1;0;1;0;0;0;0;1;627;5280;0.337125531;0.399103234;0.189318042;0.221950747;0.445611326;0.054285537
-1.041627771;-80.47124091;160000;3;3;93;2010;0;1;1;1;1;1;1;0;1;626;6770;0.0605775;0.156837172;0.117845294;0.241238781;0.103707683;0.30086852
-1.048008244;-80.45974205;270000;4;4;93;2010;1;1;0;1;0;0;0;0;1;626;6770;0.427835755;0.638334111;0.191421795;0.193043791;0.078488181;0.302180202
-1.068092052;-80.44925078;75000;2;3;93;2017;1;1;1;1;1;0;1;1;1;632;5030;0.134010473;0.326913122;0.333945366;0.114473184;0.127674548;0.529640606
-1.028325172;-80.46607178;164500;3;3;230;2012;1;1;1;1;0;0;1;1;0;626;6770;0.590853486;0.224191664;0.117274527;0.076713181;0.022801473;0.098891045
-1.008554681;-80.46329653;100000;2;2;200;2021;1;0;1;0;0;0;1;0;0;627;5280;0.687887174;0.879021586;0.308520268;2.239798192;0.826974379;0.593211645
-1.051125565;-80.45777853;116500;3;4;93;2017;1;1;1;1;1;0;1;1;0;626;6770;0.404255051;0.360808299;0.255378623;0.104764262;0.170162629;0.04971655
-1.051431315;-80.48290017;39850;2;4;110;2017;0;1;1;1;0;0;1;0;1;632;5030;0.488870128;0.2885936;2.001186663;1.022863549;0.121790384;0.575462726
-1.034852629;-80.46651729;93000;3;3;93;2017;1;1;1;1;1;0;1;1;1;626;6770;0.258060475;0.326572048;0.436007439;0.668896719;0.124246929;0.05825022
-1.109935645;-80.41231515;85000;2;3;93;2017;1;1;1;1;1;0;1;0;0;633;5265;0.424804133;0.542910322;0.52987343;3.38914031;1.717809081;0.610951825
-1.011471199;-80.46750451;91900;2;3;105;2024;1;1;0;0;0;0;0;0;1;626;6770;1.360744626;1.574999606;0.554606054;1.511918101;0.140655657;0.226754384
-1.034919505;-80.48765507;68000;2;3;140;2010;1;1;1;1;0;0;1;1;1;626;6770;0.337478262;0.779309174;0.891911166;1.757634786;0.250737573;0.229600449
-1.050331765;-80.45541819;290000;10;10;93;2003;1;1;1;1;0;1;1;0;0;626;6770;0.359343293;0.095152588;0.329785221;0.22129335;0.084430621;0.094181503
-1.054404099;-80.4601224;350000;20;22;93;1988;0;1;1;1;1;1;1;1;0;626;6770;0.0333973;0.48716451;0.449424498;0.2681892;0.109450217;0.363049223
-1.025479006;-80.47378053;109000;4;4;93;2017;1;1;1;1;1;0;1;0;0;626;6770;0.440803545;0.452812726;0.575562269;0.965607927;0.128729564;0.43563039
-1.016267979;-80.46948903;160000;6;5;246;2013;1;1;1;1;0;0;0;0;0;626;6770;1.078883341;1.054294822;0.107775182;1.258305303;0.273252961;0.286592356
-1.053475196;-80.46055392;134000;3;5;93;2017;1;1;1;1;0;1;1;0;0;626;6770;0.104313008;0.587169332;0.401326539;0.185092265;0.108981871;0.258843075
-1.049127667;-80.46601834;320000;5;4;562;2013;0;1;1;1;0;0;0;0;1;626;6770;0.479970688;0.859756045;0.411087028;0.198612327;0.117516619;0.07434915
-1.048150748;-80.44916854;390000;3;3;800;1985;1;1;1;1;0;0;0;0;0;628;6585;0.424804133;0.542910322;0.52987343;0.585057014;0.137487341;0.107948478
-1.063618019;-80.45775553;150000;3;4;93;2017;1;1;1;1;1;1;1;1;0;632;5030;0.133966807;0.45046253;0.273298429;0.377959595;0.729279642;0.254828102
-1.03316697;-80.45694328;78000;3;3;98;2013;1;1;1;1;0;0;0;0;0;627;5280;0.756011035;1.012333455;0.877046415;0.947872132;0.331711286;0.231493047
-1.020002574;-80.47352799;90000;3;4;193;2017;1;0;1;1;0;0;0;0;0;626;6770;0.696345237;0.443070008;0.182079818;0.989149616;0.193334317;0.726019008
-1.035624832;-80.46683687;93000;4;3;125;1995;1;0;1;1;0;0;0;0;0;626;6770;0.262377351;0.416908847;0.436180586;0.585647539;0.085930681;0.073883592
-0.855732367;-80.53063274;240000;7;5;93;2017;1;1;1;1;1;0;1;0;1;331;770;0.424804133;0.542910322;0.591805068;2.750881669;0.06289756;2.121934973
-1.018386462;-80.46839207;88000;3;3;93;2022;1;1;1;1;0;0;0;0;0;626;6770;1.244458895;0.859524508;0.158719757;1.072004561;0.388591939;0.403562952
-1.051993025;-80.44526642;92562;4;3;145;2016;1;1;1;1;0;0;0;0;0;630;6775;0.634455854;2.164410529;0.343480395;0.263775402;0.316109542;0.138975454
-1.051415073;-80.44806033;450000;12;9;654;1980;1;1;1;1;0;0;0;0;0;627;5280;0.22548855;0.424756214;0.25318632;0.240406247;0.027576473;0.303885304
-0.86123561;-80.53257463;150000;4;4;200;2017;1;1;1;1;0;0;0;0;0;331;770;0.424804133;0.542910322;1.10294271;2.111798848;0.20173568;1.489118359
-1.050058163;-80.4565823;165000;2;3;93;2018;0;1;1;1;1;0;0;1;1;626;6770;0.422779702;0.228098651;0.337335386;0.135352504;0.042471263;0.150285004
-1.050397293;-80.45513196;250000;3;3;93;2017;1;1;1;1;1;1;1;1;0;626;6770;0.349969508;0.062513634;0.322923663;0.229203319;0.104310681;0.104274266
-1.029012962;-80.46574267;95000;3;4;108;1988;1;1;1;1;0;0;0;0;0;626;6770;0.507650238;0.280112475;0.079914858;0.052326161;0.107409025;0.17255258
-1.048142243;-80.48866176;175000;4;4;193;2021;1;1;0;0;1;1;0;1;0;632;5030;1.207288686;0.84029842;2.239064329;1.077087149;0.037567346;0.492275707
-1.05741355;-80.45484584;125000;4;4;185;2017;1;1;0;0;0;0;0;0;0;629;5795;0.243395299;0.770533147;0.345327385;0.150953784;0.220627051;0.423781179
-1.047684682;-80.44887266;80000;3;3;240;2005;1;1;0;0;0;0;0;0;0;628;6585;0.424804133;0.542910322;0.52987343;0.585057014;0.155549665;0.049076525
-1.048118147;-80.45301535;120000;3;3;120;2013;1;1;0;0;0;0;0;0;0;627;5280;0.013029129;0.217639178;0.198713376;0.132381413;0.102459973;0.041851286
-1.055727858;-80.46279403;85000;2;3;93;2022;1;1;0;0;0;0;1;1;0;626;6770;0.301933859;0.413379918;0.436150075;0.117196405;0.247105977;0.118607397
-1.056381866;-80.45356351;92000;3;3;93;2022;1;1;1;1;0;0;1;0;1;629;5795;0.423553387;0.778293198;0.188614187;0.06432558;0.236506658;0.350466031
-1.01874983;-80.46174277;750000;6;3;500;2000;1;1;0;0;0;1;1;0;0;627;5280;0.485637346;0.267732358;0.782315388;1.137001822;0.288242041;0.423519367
-1.050418656;-80.45770487;265000;4;4;315;2022;1;1;0;0;0;0;0;0;0;626;6770;0.454971185;0.346866111;0.22421305;0.058886917;0.107595902;0.086101103
-1.05802679;-80.45463292;108000;6;6;323;2017;0;1;1;1;1;0;0;1;0;629;5795;0.212841726;0.705228583;0.349888629;0.149022128;0.165697495;0.387221417
-1.052293453;-80.44635556;100000;3;3;189;2017;1;1;1;1;0;0;0;0;0;630;6775;0.732316642;2.220322519;0.304344237;0.322826206;0.373917992;0.11903643
-1.0557955;-80.46436529;170000;4;3;150;2017;0;1;1;1;0;0;0;0;0;632;5030;0.525948628;0.519673903;0.139856441;0.066977362;0.261299667;0.372433548
-0.876058873;-80.54138657;240000;7;5;125000;2017;1;1;1;1;0;0;1;1;0;331;770;0.424804133;0.542910322;0.244689597;0.194374681;0.091609471;0.109318228
-1.056210935;-80.45145821;80000;3;3;93;2021;0;0;1;1;0;0;1;0;1;629;5795;0.618732099;0.711670922;0.057178009;0.096353663;0.041227648;0.249641869
-1.057272101;-80.45835696;93000;3;3;93;2020;1;1;1;1;1;0;1;0;1;626;6770;0.029234095;0.21952924;0.220918604;0.121192028;0.076762932;0.298989824
-1.057621765;-80.44796986;69000;2;3;120;2019;0;1;1;1;0;0;0;0;0;630;6775;0.930845718;1.986333825;0.224315379;0.126409902;0.135837894;0.319102586
-1.032021884;-80.33764464;320000;5;4;520;2017;1;1;1;1;0;0;0;0;0;329;10;0.424804133;0.542910322;0.750319423;0.694347904;0.345375571;1.078321635
-1.048254277;-80.45229102;350000;5;5;93;1997;0;1;1;1;0;0;1;0;0;627;5280;0.069390595;0.246505289;0.279430698;0.207412598;0.184087877;0.086139496
-1.039653019;-80.47404356;72000;2;3;90;2023;1;1;1;1;0;0;0;0;1;626;6770;0.40510443;0.533645848;0.289263286;0.378338613;0.12636482;0.091317698
-1.033307929;-80.46610959;125000;4;3;189;2017;0;1;1;1;0;1;0;0;1;626;6770;0.161056982;0.177315139;0.308226355;0.523056098;0.135599306;0.222707259
-1.02918334;-80.47474068;93000;3;3;93;2023;1;1;1;1;1;1;1;0;1;626;6770;0.595237575;0.767035465;0.541592668;1.03559252;0.243843761;0.218298778
-1.02918334;-80.47705811;100700;2;3;93;2017;1;1;1;1;0;0;1;0;0;626;6770;0.502955488;0.740398699;0.50000774;1.292900971;0.475460483;0.116099306
-1.062188698;-80.45711351;77000;2;2;93;2017;0;1;1;0;0;1;0;0;0;632;5030;0.098321128;0.335811666;0.163839049;0.203974411;0.756656512;0.08679618
-1.038593614;-80.46854844;85000;2;3;84;2024;1;1;1;0;0;0;0;0;0;626;6770;0.212929989;0.501858996;0.067421114;0.246164486;0.063317208;0.179024334
-0.853822847;-80.53071857;75000;3;3;93;2022;1;1;1;1;1;0;1;0;0;331;770;0.424804133;0.542910322;0.428252905;2.935573185;0.258462472;2.303689776
-1.043573726;-80.46076115;180000;4;7;346;2017;0;1;1;1;0;0;0;1;0;626;6770;0.370347224;1.034669519;0.57302358;0.420822806;0.030598447;0.091286341
-1.086977444;-80.431817;150000;4;6;93;1993;1;1;1;1;1;0;1;0;0;631;6910;0.424804133;0.542910322;2.035782586;1.294801872;0.169891002;0.640023858
-1.051532153;-80.48244749;37000;2;3;75;2024;0;1;1;1;0;0;0;0;0;632;5030;0.449299703;0.298858163;1.949643394;1.052367823;0.097221706;0.552404797
-1.04838544;-80.44721274;55000;2;3;105;2019;1;1;1;1;0;0;0;0;0;628;6585;0.424804133;0.542910322;0.52987343;0.585057014;0.122914844;0.167624889
-1.056294168;-80.46145872;66999;2;3;80;2023;1;1;0;0;0;0;1;0;0;626;6770;0.239653399;0.288533062;0.291111859;0.225666137;0.140368873;0.279355979
-1.060830844;-80.47130239;45000;2;2;56;2020;1;1;1;1;0;0;1;0;1;632;5030;0.105607329;0.507427332;0.435366734;0.465895318;0.345243766;0.173380781
-1.016107725;-80.47209576;65000;3;4;105;2017;0;1;1;1;0;0;0;0;1;626;6770;0.788880462;0.873183303;0.373668405;0.968972354;0.139858444;0.550551586
-1.080221322;-80.49920889;300000;3;3;93;2017;1;1;1;1;0;0;1;0;1;632;5030;3.433947738;1.15460389;1.516183573;2.118157955;0.827783501;1.436858939
-1.036828741;-80.46581243;100000;2;3;93;2023;1;0;0;1;1;0;1;0;0;626;6770;0.27011323;0.492987797;0.4284192;0.453629867;0.191822272;0.176341986
-1.054362523;-80.44851873;62000;3;3;105;2017;1;0;0;1;0;0;0;0;0;630;6775;0.928017884;2.242738579;0.055232846;0.143016526;0.280245447;0.091581009
-1.059886112;-80.44574305;78000;6;3;93;2017;1;1;1;1;0;0;0;0;0;629;5795;1.164234332;0.563191416;0.777671573;0.617758488;0.720690442;0.410204332
-1.057323096;-80.4732281;329000;6;3;93;2017;1;0;1;0;0;0;0;0;1;632;5030;0.20623415;0.237788641;0.804698187;0.501684439;0.141644262;0.180897563
-1.033394952;-80.33588511;110000;3;5;150;2022;1;0;1;0;0;0;0;0;0;329;10;0.424804133;0.542910322;0.989486401;0.941568553;0.437849925;1.324243376
-1.11742041;-80.41020419;700000;2;4;200;2015;1;0;1;0;0;0;0;0;0;633;5265;0.424804133;0.542910322;0.52987343;2.535838896;2.560800014;1.475014037
-0.999283176;-80.46496012;52000;1;3;100;2017;1;1;0;0;0;0;0;0;0;627;5280;1.730431215;1.31636931;1.156301645;3.26965175;1.870237136;0.193662867
