distancia_minima_TRANSITO;distancia_minima_SEGURIDAD;distancia_minima_SALUD;distancia_minima_FINANZAS;distancia_minima_ENTRETENIMIENTO;distancia_minima_EDUCACION;Factor1;Factor2;Factor3;CLUSTERS
1.274596265;1.273029063;0.257776716;0.424612169;0.23868659;0.407692489;1.340388337;1.885524049;1.828310226;3
1.217074671;0.762139939;0.961502135;1.249005666;0.255801788;0.890291867;0.977750404;1.778060818;1.712796404;2
0.787975996;0.782972454;0.3100572;1.009712892;0.161437634;0.399730031;1.318881344;1.890133804;1.834675033;1
1.189247406;1.444583593;0.729457216;1.389716371;0.308680299;0.926277383;1.119071742;1.816302721;1.826591211;2
1.052067351;1.522649059;0.691257632;1.623062742;0.342539998;0.672571077;1.159471108;1.866454121;1.732563606;2
1.625166986;1.796038911;0.500278235;1.569344842;0.068904039;0.727809271;0.686141511;1.784098327;1.432388021;2
1.000583977;1.452380023;0.299832792;0.253049103;0.235522816;0.697162246;1.286394354;1.679546928;1.26965783;3
1.093133092;1.464437507;0.221085967;0.25204407;0.208077582;0.666283799;2.004321374;1.512863947;1.200029299;3
1.289080987;1.391555001;0.179215584;0.99782579;0.232502768;0.63567953;1.630847906;1.720631009;1.302711169;0
0.166575121;1.285653821;0.441580731;0.827628271;0.128133894;0.779222017;1.947738957;1.656325808;1.369405584;1
0.963151895;1.465455635;0.418352814;1.236189232;0.283764394;0.423971512;1.32986649;1.844914537;1.713371537;0
1.568220625;1.58921716;0.146397663;1.433467803;0.411005002;0.718717422;1.369864907;1.75221839;1.287498255;2
1.147541296;1.518099889;0.470612018;0.7779183;0.244787384;0.276147619;1.291534554;1.771977257;1.354638528;0
1.115176722;1.359753633;0.160573472;1.018161815;0.336430683;0.347691504;1.349638169;0.925816931;1.75770948;0
0.642971936;1.136726002;0.136759239;0.347063657;0.256702731;0.475758049;1.17060999;1.804728436;1.42409808;1
1.115176722;1.359753633;0.214757358;1.087352928;0.397870543;0.503175905;0.836144532;1.200687546;1.847534976;0
0.536600368;1.373920081;0.427465655;0.770368066;0.094481661;0.680778929;1.226485193;1.820513138;1.616458203;1
0.81416611;1.029693642;0.36916076;0.365151674;0.062418481;0.609786277;1.478944264;1.754901286;1.708260551;1
0.726489395;0.897130205;0.059899162;0.624183255;0.287547569;0.253253162;1.047028584;1.737398886;1.564239038;1
1.115176722;1.359753633;0.740671571;1.73308515;0.35047774;1.381660211;1.425774141;0.835741735;1.750239556;2
0.889445477;0;0.117638015;0.528957316;0.206258104;0.471202707;1.661043647;1.581791036;0.899846612;1
1.115176722;1.359753633;0.662902237;1.719168631;0.475273165;1.35734637;1.06385831;1.160572596;1.821489;2
0.9041659;1.346141151;0.402380749;0.580757462;0.350818265;0.494261809;1.207088275;1.885283754;1.798778342;3
0.997732213;1.026806634;0.33530017;0.309882759;0.199701473;0.461469356;1.368476597;1.886886415;1.843172566;1
0.608408864;1.253283372;0.417814793;0.66319233;0.269084697;0.932058112;1.349076502;1.83758025;1.903373666;1
1.252581031;1.431084583;0.298256899;1.035781556;0.283834219;0.31629355;1.064091046;1.741570859;1.563779996;0
1.115176722;1.359753633;0.311592156;0.722888227;0.145384669;0.382783179;1.429307417;0.834492056;1.738689806;3
0.923679367;1.337287399;0.393256504;1.10658565;0.21882747;0.480592204;1.226935027;1.789577521;1.398589968;0
0.95255088;1.320913032;0.393018858;0.482218588;0.35042907;0.43822755;1.117462443;1.800608277;1.454919944;3
0.928205843;0.3650542;0.12006926;0.544157366;0.246534483;0.438590206;1.123124442;1.808261828;1.783045777;1
1.326913999;1.63117254;0.162476315;1.233311791;0.291835923;0.438460308;1.125771923;1.819109464;1.58326163;0
1.115176722;1.359753633;1.262048141;1.401170204;1.002132957;1.585821069;1.555722622;1.70674515;1.108188139;2
1.115176722;1.359753633;1.147667434;1.81808812;0.335466966;1.477960168;1.275668984;0.708552217;1.816020629;2
0.737183547;0.862937476;0.248406721;0.271786269;0.069824654;0.401344702;1.06619463;1.681554162;1.426252226;1
1.092515;1.260993384;0.217083767;0.832452485;0.217319457;0.585176657;1.0392491;1.777835908;1.352639881;3
0.691956315;1.144914059;0.336224838;0.843006899;0.30989064;0.461618915;1.064546649;1.686279626;1.438141184;1
0.692289615;1.42316515;0.285493321;0.866319384;0.074508178;0.828809649;1.478407398;1.800287916;1.744769329;1
1.115176722;1.359753633;0.507170414;1.271090296;1.265755952;1.652405264;1.169723623;1.723241233;1.515585439;2
0.750131007;1.232319346;0.409313099;0.41112391;0.168218532;0.769285244;1.436740516;1.809865228;1.659677809;1
1.405899936;1.33423126;0.428521992;0.814146474;0.378238613;0.681994512;0.926141935;1.77594047;1.570273482;0
1.115176722;1.359753633;0.558357107;1.009316376;0.575756523;1.04084853;1.163986451;0.906490485;1.82109038;2
0.926415621;1.483816609;0.310514822;0.589652683;0.292895273;0.362218127;1.364057655;1.792542384;1.472544475;3
1.115176722;1.359753633;0.767795074;1.694338372;0.18756755;1.328183731;0.700979042;1.262737233;1.854067029;2
1.261545791;1.260175033;0.233625736;0.238137435;0.21615172;0.446891067;1.097839202;1.795660261;1.455073408;3
1.115176722;1.359753633;0.757961553;1.665186426;0.392035102;1.28256149;1.045301217;1.192259859;1.831494413;2
0.467966949;0.943947225;0.136551803;0.817845448;0.198874099;0.715881614;0.925635182;1.814466779;1.523903156;1
1.115176722;1.359753633;0.507170414;1.154415899;0.153656626;0.099164016;1.226275287;1.856658905;1.75504121;0
1.193657812;1.224964119;0.428353077;1.367497436;0.196591593;0.983683144;1.039875608;1.828627931;1.602893086;2
0.617654695;1.254441441;0.303804963;0.938147994;0.6028565;0.588979706;0.896170034;1.74851694;1.599852296;1
1.115176722;1.359753633;0.444802147;1.837651899;0.315796719;1.511874648;1.101010599;1.41133311;1.979869308;2
0.939331968;0.937579547;0.257909114;0.912208868;0.206046398;0.26475045;1.228057477;1.791412821;1.479296379;1
1.149881129;1.545091168;0.107200143;0.199033215;0.093532974;0.550825126;1.197760548;1.781120715;1.402547825;3
1.272148123;1.358038541;0.239623676;0.912347467;0.18700367;0.579406602;1.33305686;1.816684793;1.595361459;0
1.115176722;1.359753633;0.706675271;1.726599357;0.363093278;1.370124803;0.640910186;1.262290584;1.853450647;2
1.115176722;1.359753633;0.754702141;1.673521407;0.341373363;1.295138418;1.065276387;1.165520886;1.822475768;2
1.115176722;1.359753633;0.784760638;1.732022662;0.362420358;1.384043172;0.65802946;1.275063517;1.855968029;2
1.115176722;1.359753633;0.782099966;1.652955946;0.343505721;1.265890133;1.152842017;1.458119344;2.004321374;2
1.162369337;0.782200287;0.93673328;1.201919245;0.050551862;0.768443251;0.877634235;1.745892017;1.617684416;2
0.527198662;1.098020872;0.316929718;0.569414292;0.107517964;0.789961955;0.960132826;1.809945947;1.506040125;1
1.28682791;1.184804625;0.304740198;0.757977008;0.082542303;0.304848803;0.845840907;1.797956763;1.53259916;3
1.502787353;1.626140922;0.140685082;1.469946117;0.291817401;0.727642451;0.946583128;1.773047574;1.387549533;2
1.235392445;1.503694552;0.108965042;0.435211295;0.174852651;0.696070883;0.911988283;1.727384096;1.442034593;3
1.206707531;1.283194599;0.439869315;0.788063154;0.428538142;0.800483574;1.164766936;1.823786148;1.583530964;0
0.714539644;1.080213085;0.363534238;0.606306747;0.228231455;0.724272927;1.581483602;1.84604591;1.77649385;1
0.844723899;1.125686317;0.170216253;0.814064084;0.243368184;0.595126847;1.372430222;1.763183523;1.72439632;1
1.313094234;1.544406484;0.506782777;1.355333277;0.268958905;0.717825106;1.194095825;1.780336948;1.420326055;2
0.810336377;1.100636075;0.23497175;0.796985744;0.245052091;0.569189033;1.234067716;1.794053581;1.775487339;1
1.047473918;1.292228714;0.669887086;1.381887324;0.355067085;0.970957603;0.696914376;1.734957092;1.570176298;2
1.58168248;1.79932188;0.485954921;1.529775769;0.212351762;0.568766029;1.162050471;1.815601876;1.585399653;2
0.598002056;0.959493767;0.473598156;1.441064065;0.266940203;0.829681461;1.207418055;1.852093207;1.749675596;0
1.45690647;1.66926662;0.355439679;1.752279301;0.720268605;0.882353357;1.260110642;1.787844143;1.784517266;2
1.322199587;1.334706091;0.590542014;1.319335968;0.318303747;0.674419128;0.788993153;1.748780622;1.614060164;2
1.182940967;1.551708392;0.447317207;0.774477269;0.173779257;0.208339572;1.430907335;1.880183499;1.810893441;0
1.275282649;1.505483432;0.174629976;1.685013478;0.578840322;0.849774988;1.137529258;1.865571628;1.917551074;2
0.884597362;1.222797505;0.114279698;1.262290397;0.271822125;0.486570866;1.293596966;1.899684656;1.874876392;0
1.129756188;1.483194022;0.219678723;0.425675119;0.195872617;0.553060846;1.141715326;1.869887604;1.768091195;3
0.77488788;1.257215489;0.443705474;0.499968936;0.176297605;0.564333524;0.991116633;1.870907849;1.728034299;1
0.752706695;0.827055835;0.156481362;0.846796677;0.25367453;0.668519641;0.790820863;1.827017115;1.562355892;1
1.115176722;1.359753633;0.507170414;1.154415899;0.256659907;0.275774345;1.290837994;1.895538212;1.88087577;0
1.047012296;1.445628007;0.262817836;0.115699883;0.201167572;0.659847234;1.194159797;1.847274132;1.831246918;3
0.703195903;0.71227686;0.120929133;0.729197118;0.248815112;0.581537508;1.473433104;1.856380781;1.761976419;1
1.115176722;1.359753633;0.507170414;1.154415899;0.223393783;0.460528429;1.583840015;1.837849523;1.775082888;0
0.771320298;1.142475368;0.374444528;1.394520087;0.358627908;0.509714248;1.293596966;1.899684656;1.874876392;0
1.010064368;1.040206224;0.42911311;0.866142115;0.409273212;0.276835592;1.500983139;1.800026744;1.82602688;3
0.932864766;1.126474101;0.272298446;1.344029008;0.305369951;0.348511813;1.255265019;1.896287309;1.853384983;0
0.850625591;1.09437968;0.440846914;1.209970705;0.211025252;0.291003028;1.499837456;1.868762816;1.819011816;0
0.776679112;1.19764639;0.41564625;1.188559333;0.117334058;0.456785242;1.446038758;1.880195614;1.83666169;0
1.236813164;1.345112739;0.0978008;0.471905039;0.163622035;0.578642956;1.245344511;1.857928215;1.746298116;3
1.115176722;1.359753633;0.507170414;1.154415899;0.173590401;0;1.170855917;1.869860756;1.778195007;0
0.440988846;1.342421091;0.430368365;1.124402969;0.215397189;0.624957442;1.004002773;1.81090736;1.544924608;1
1.162089996;1.167439368;0.237458318;0.600607446;0.289348462;0.551193764;1.283924334;1.810474385;1.595620161;3
1.19539239;1.337188579;0.238938926;0.640341944;0.077878432;0.258204814;1.31998501;1.757540376;1.628228435;3
0.368064786;1.260994884;0.577802029;0.855315012;0.248827332;0.368072868;1.427733309;1.79690756;1.802856819;1
1.108662991;1.246028534;0.295343245;0.357118341;0.255193071;0.154524099;1.423114569;1.879303804;1.807233796;3
1.115176722;1.359753633;0.507170414;1.415177248;1.232110652;1.606228446;1.458947566;1.821926478;1.843680035;2
1.125046416;1.028963589;0.365657998;0.543646538;0.031173544;0.500675326;0.915965447;1.847528426;1.65012228;3
1.0933244;0.699857721;0.200455269;0.394970652;0.107655494;0.824679572;1.363188188;1.844839266;1.910298452;1
0.593933333;1.293508838;0.460044684;0.612030456;0.075942143;0.652453928;1.058071497;1.887003473;1.790682997;1
0.704473139;1.00485147;0.37036436;0.879728619;0.303334753;0.382697888;1.097040641;1.741467488;1.571125763;1
1.054838494;1.253438979;0.863251019;1.29250839;0.363632067;0.442201738;1.128967777;1.859899303;1.925052444;0
1.25665489;1.209183722;0.291569176;1.419742183;0.332637846;1.063970197;1.326161899;1.772204487;1.314605214;2
0.863542771;0.353496297;0.368638517;1.384067343;0.309037613;0.806622716;1.209935366;1.780288057;1.406812917;1
1.359688572;1.961073428;0.293489973;0.911770326;0.349769473;0.42031881;0.720006632;1.823641407;1.541639863;0
0.896740303;1.213312558;0;0.987593204;0.062789171;0.650022619;0.952922138;1.807445442;1.502873607;3
1.143835992;1.332241888;0.468884855;1.555541822;0.540297325;0.621610501;1.134375163;1.769063629;1.454117302;2
0.83510111;1.077784554;0.320150362;0.842855603;0.123225817;0.739336789;1.309978563;1.723068081;1.11711966;1
1.373296846;0.733115236;0.325010842;0.610200989;0.207096552;0.431803586;1.221625494;1.808005875;1.632549627;3
1.291078356;1.656262998;0.03475448;1.251525374;0.279600645;0.44282522;1.220980421;1.822518845;1.677406204;0
1.16108635;1.412121282;0.606955374;0.760296147;0.368454647;0.632678114;1.086497755;1.79481465;1.457748676;0
1.140768252;1.566342133;0.12250537;0.567878395;0.096869736;0.616514353;1.309279497;1.803156735;1.485833986;3
1.005399539;1.251368287;0.343098163;0.420433759;0.351881804;0.232634929;1.105607833;1.798365924;1.471830909;3
1.1845172;1.32333824;0.259684522;0.67208914;0.081921946;0.258043783;1.109963057;1.788009904;1.647940922;3
0.5476851;1.145635891;0.354172175;0.428701621;0.079319181;0.81806043;1.085961088;1.817875932;1.543741951;1
1.096576778;1.548618212;0.147708937;0.562027262;0.13992182;0.552408714;1.175938937;1.782437617;1.337958518;3
1.487813124;1.416572669;0.959167438;1.253310587;0.307778979;0.528768242;1.393951522;1.724126373;1.61087619;2
1.545353995;1.507461733;0.957089647;1.272615435;0.366588177;0.543303382;1.03016924;1.738653372;1.603462451;2
1.184373207;1.481017617;0.45880996;0.8398665;0.19490787;0.341349408;1.543130921;1.723144699;1.166554445;0
1.512029218;1.984197275;0.186568621;0.418367641;0.368507819;0.340568214;1.438010974;1.811699464;1.612132331;3
1.115176722;1.359753633;0.507170414;1.154415899;0.08363028;0.47601602;0.963429362;1.816352255;1.548307065;0
0.682009488;1.10603592;0.33873728;0.855667317;0.307422668;0.474970097;1.213403238;1.732977559;1.535255397;1
0.82431002;0.975185177;0.255713671;0.900977347;0.171404136;0.769353268;1.217397949;1.784180202;1.427236503;1
0.605227378;0.769283099;0.211455648;0.678427317;0.219450721;0.570686602;1.200121865;1.781899446;1.41910976;1
0.847536613;1.370741282;0.264252226;0.865127579;0.171598747;0.780147697;1.30700432;1.739593462;1.44560971;3
1.42742904;1.951736019;0.179294501;0.607715065;0.228427994;0.447184266;1.097296169;1.798629751;1.471983003;0
0.897891159;1.48688854;0.368487629;0.5591388;0.263566029;0.788810907;1.071534401;1.762107439;1.543657976;3
0.898147292;1.454524922;0.361336327;0.536573976;0.244663002;0.749007912;1.072373697;1.762706192;1.544464931;3
1.193121423;1.340541115;0.371840958;1.103831548;0.099259123;0.506066435;1.197025903;1.792541651;1.778015935;0
0.560822716;0.407730674;0.134505428;0.850906512;0.089522055;0.980132597;1.052557103;1.764591277;1.68065708;1
0.888475448;1.324009438;0.471559218;0.038496239;0.224828226;0.441513926;1.043917493;1.790816694;1.480933248;3
1.115176722;1.359753633;0.194902773;0.920778365;0.257835163;0.164939704;0.924412612;1.429205744;1.964348785;0
1.390434233;1.530100676;0.297071336;1.470031897;0.265108003;0.792782867;0.938043099;1.81696023;1.537631806;2
1.041814676;0.919544763;0.737985629;1.035296444;0.113608794;0.57886873;1.01290031;1.732341427;1.537453208;0
1.163735833;1.543483553;0.082864034;0.026238079;0.149108471;0.507489169;1.200703267;1.886786347;1.81032563;3
1.037724404;1.579057374;0.206412446;0;0.076271835;0.364783091;1.109473346;1.798419021;1.469319816;3
1.132539929;1.16419582;0.305921023;0.650065732;0.178263386;0.729498314;1.15870789;1.71478267;1.552324921;3
1.537588399;1.504420019;0.984567882;1.332464155;0.247546341;0.710519953;1.111231898;1.814586869;1.805714225;2
1.115176722;1.359753633;0.507170414;1.154415899;0.358252071;0.428999196;1.212956939;1.829195765;1.64164317;0
1.243965861;1.319978159;0.179304743;0.447275893;0.230761895;0.550060899;1.101109718;1.798411037;1.475009207;3
0.973158889;1.563158794;0.389362983;0.39525472;0.173934548;0.4737633;1.325252864;1.838011792;1.686246265;3
1.115176722;1.359753633;0.289939283;0.920077732;0.293127601;0.236374719;1.44557531;0.121156762;1.713138261;0
1.342697024;1.381869509;0.522319632;0.452034637;0.290891621;0.654230952;1.384400751;1.761874663;1.369783299;3
1.115176722;1.359753633;0.507170414;1.778432224;1.244146203;1.055862062;0.812415583;1.458175348;1.736277069;2
0.968965052;1.480566433;0.28538811;0.79976664;0.213173421;0.602345536;1.012204677;1.790891285;1.40788059;3
1.343907869;1.149499404;0.322353142;1.380900383;0.294788476;1.066630252;0.991044445;1.782973906;1.715083445;2
1.115176722;1.359753633;0.507170414;1.902643481;0.899942227;0.939143936;0.953845122;1.816071242;1.773245794;2
1.115176722;1.359753633;0.256474434;0.85109897;0.219197275;0.234587458;0.83874164;1.240537661;1.851827758;0
1.116921608;1.09275978;0.296693801;0.682711628;0.255643788;0.447135661;1.193951109;1.79030786;1.439221445;3
1.537226525;1.495952367;0.961255938;1.27853966;0.351023139;0.558230707;1.352705954;1.687411461;1.477113326;2
1.115176722;1.359753633;0.507170414;1.919821773;0.887275647;0.881812008;2.00346657;1.48269647;1.294413645;2
1.432078222;1.554834507;0.62141914;1.172517947;0.499181313;0.613127609;1.170342123;1.825877856;1.595742625;2
0.861594531;1.16832639;0.391898637;0.663575097;0.218975843;0.595929372;1.169368555;1.826048378;1.596690401;1
1.495909766;1.425289263;0.939183584;1.200848175;0.262576275;0.311851174;0.95625523;1.775983986;1.71480401;0
1.4792026;1.402692782;0.960382086;1.253834452;0.300666865;0.549025852;1.127291993;1.770175021;1.685116785;2
1.357314608;1.209846899;0.985223149;1.304146421;0.282975843;0.837188765;1.212164133;1.74663147;1.658055923;2
1.115176722;1.359753633;0.336682276;1.182157057;0.485011788;0.548503182;1.073567967;1.187829863;1.845648767;0
1.115176722;1.359753633;0.507170414;1.886581199;0.936154509;1.035413992;0.97328587;1.742630439;1.59730671;2
0.829112171;1.404099453;0.332414436;0.7553663;0.166523322;0.757915755;0.99128159;1.761831749;1.565642267;3
1.115176722;1.359753633;0.507170414;1.718281024;1.099955068;1.397296235;0.574037192;1.777896533;1.668139234;2
1.372365309;1.533025981;0.323285146;1.476545082;0.233983678;0.790497331;1.244148159;1.810378973;1.563400175;2
1.02011084;1.229126222;0.250158565;0.772875655;0.446045422;0.217642991;0.718074842;1.733525998;1.610824259;3
0.378385165;0.840669734;0.169543745;0.804186368;0.145650985;0.698734387;1.285301361;1.868117508;1.771648638;1
1.118118893;1.428816396;0.252318818;0.721269138;0.112474713;0.70027878;1.15667944;1.763402046;1.405648978;3
0.656722475;1.144971299;0.378173866;0.53886447;0.174991447;0.908604998;1.217633177;1.854469595;1.914122689;1
1.252632483;0.987422417;0.16883577;0.413433522;0.028777057;0.353339304;1.266257807;1.848263954;1.698178374;3
1.316544674;1.56580209;0.358231782;1.718390056;0.638302988;0.952552208;0.824433958;1.766919707;1.650464453;2
1.094690585;1.18651991;0.313335882;0.509908773;0.222582196;0.201012638;1.344117084;1.887339153;1.835302442;3
1.173470168;1.09265024;0.973999823;1.386108436;0.167969475;0.94072297;0.977750404;1.778060818;1.712796404;2
0.911835715;1.144532337;0.450114255;1.209405318;0.170914854;0.231575094;1.322798542;1.891929783;1.841566325;0
1.115176722;1.359753633;0.507170414;1.895931133;0.902067798;0.964062173;1.130908101;1.826631491;1.825250892;2
1.606341632;1.816767803;0.521034718;1.551009249;0.190092508;0.601124509;0.702713066;1.786389664;1.449583402;2
1.020538167;1.514180408;0.675915547;1.614993163;0.300614948;0.605307271;1.165114253;1.868350524;1.741263323;2
1.04623857;0.641267638;0.374972885;0.771767664;0.12052329;0.340856805;1.632762213;1.723281806;1.325733675;1
0.202869759;1.313661066;0.458743449;0.844468503;0.152863733;0.766503534;1.947738957;1.656325808;1.369405584;1
1.130483819;1.282611885;0.532445337;1.361967487;0.176238553;0.834185924;1.333686276;1.846907147;1.722460243;2
1.507274973;1.643895055;0.156880184;1.473301042;0.320128252;0.681560377;1.373349951;1.754683758;1.311319398;2
0.564476985;1.393155439;0.426980807;0.705927935;0.152279946;0.646100557;1.231325904;1.822620631;1.62778976;1
1.165825639;1.556294863;0.433616975;0.731698953;0.162797168;0.283959538;1.291534554;1.771977257;1.354638528;3
1.115176722;1.359753633;0.507170414;1.154415899;0.186454924;0.3763818;1.172196438;1.801157008;1.456207124;0
0.65660026;1.280404259;0.32899946;0.978261729;0.596565195;0.640721518;1.352731706;1.839606717;1.909263512;1
1.356385073;1.626437479;0.670136218;1.354208826;0.367042973;0.60806662;1.071109026;1.74409724;1.57655157;2
1.321694474;1.273386111;0.242642772;1.372056437;0.246494637;1.032116214;1.071213504;1.793312099;1.486929803;2
0.918498256;1.2475973;0.450226714;1.15482861;0.122531644;0.282530102;1.194810639;1.785980853;1.424997315;0
1.115176722;1.359753633;0.54108777;1.806372901;0.090620792;1.472950029;1.426166508;1.275000062;1.929124246;2
1.568167091;1.556179328;0.217459576;1.40580898;0.408290157;0.805574369;1.094546996;1.79605916;1.473099283;2
1.282519992;1.954027842;0.38542269;0.838121869;0.355009456;0.44716367;1.203142777;1.785082691;1.418626086;0
0.85797114;1.255495018;0.311380232;0.802880503;0.036620884;0.702278215;1.66282964;1.585436212;0.95585755;3
1.115176722;1.359753633;0.750611578;1.693250542;0.254849332;1.32478647;1.070880021;1.170122024;1.828591006;2
1.113200865;0.994586529;0.380764947;0.59527637;0.060215997;0.470341724;1.207088275;1.885283754;1.798778342;3
1.035406214;0.481167328;0.369641233;0.784915274;0.146414017;0.367181322;1.371972755;1.888695846;1.849931364;1
1.189173585;1.080166056;0.119789199;0.307606979;0.150313651;0.512651477;1.167251832;1.810183473;1.475128166;3
1.555221369;1.546476828;1.017948239;1.407796501;0.052588274;0.880534217;1.309177672;1.775303584;1.800945707;2
0.888406648;1.509328966;0.386812948;0.633108479;0.273068652;0.823831974;1.085422074;1.712835711;1.409505726;3
1.115176722;1.359753633;0.507170414;1.154415899;0.206795728;0.198631359;0.982128395;1.766020676;1.385544381;0
0;0.975135513;0.259724138;0.587682537;0.144067866;0.170802403;0.919490376;1.708313718;1.494611687;1
0.975212921;1.243998368;0.450206899;0.546651096;0.297383801;0.40201986;1.041515528;1.831824345;1.676635775;3
1.113957048;1.513621536;0.249433401;0.362896795;0.287813401;0.753616566;1.108246124;1.788295155;1.649229093;3
1.170708778;1.061273063;0.631380231;1.430564917;0.332649016;0.82360039;1.3664982;1.6792982;1.471629624;2
1.14360218;1.169907971;0.284671575;0.338705168;0.150547742;0.318566847;1.111765471;1.747679363;1.295426391;3
0.835113543;1.471418261;0.390227321;0.628599232;0.217819079;0.790235217;1.478407398;1.800287916;1.744769329;3
1.342938613;1.96505044;0.354866959;0.916196844;0.398018464;0.403020795;1.104603007;1.799492365;1.469349839;0
1.203946743;1.341131774;0.196001428;0.374220716;0.309878015;0.77587145;1.164562328;1.712809468;1.532473862;3
1.115176722;1.359753633;0.303716393;0.723784756;0.130051651;0.379762479;1.357730784;1.277183665;1.942353669;3
1.271977619;1.475308788;0.086980341;0.48316317;0.058294278;0.633673196;1.052162562;1.780634161;1.64375709;3
0.168409726;0.978715481;0.281527952;0.557829055;0.110109781;0.696512775;1.234538311;1.863646127;1.756174287;1
1.444505965;1.916932021;0.284768856;0.572006135;0.184549043;0.719726053;0.961947092;1.81134083;1.503058608;0
1.115176722;1.359753633;0.617467849;1.224808428;0.377315027;1.191704399;1.169571601;0.923485354;1.828198854;2
0.422844753;1.0268339;0.334232469;0.747687477;0.237109873;0.318675506;1.342896947;1.735945549;1.576560614;1
1.095556787;1.352424437;0.342493744;0.978659131;0.173438253;0.333087153;0.935259296;1.816603745;1.537883372;0
0.726493909;0.890749953;0.357995813;1.108744107;0.18427267;0.595106351;1.228057477;1.791412821;1.479296379;1
1.255732311;1.50738022;0.513795039;1.391297842;0.294460664;0.588454536;1.27073059;1.86636713;1.783371071;2
1.185300872;1.492245426;0.489816433;1.484756447;0.464574287;0.396121857;1.047292594;1.830696504;1.614579372;2
0.543229471;1.156269675;0.223104702;0.741510773;0.608671481;0.320529846;0.896170034;1.74851694;1.599852296;1
0.835277309;1.326293631;0.102068431;0.811833227;0.09122366;0.524212941;0.893592213;1.806712368;1.455799805;3
1.115176722;1.359753633;0.445047602;1.834240267;0.307409109;1.507586867;1.107460859;1.416719581;1.984813351;2
1.058619287;1.63581743;0.53107888;1.021046109;0.041512824;0.333001306;1.33305686;1.816684793;1.595361459;0
1.115176722;1.359753633;0.980674532;1.485377205;0.222293929;0.982288702;1.379676733;1.862496167;1.719936527;2
1.138398203;1.107294829;0.963861164;1.398043516;0.13735775;0.924857914;0.877634235;1.745892017;1.617684416;2
1.115176722;1.359753633;0.507170414;1.154415899;0.169320173;0.503637277;0.962705648;1.806417343;1.532794387;0
0.882220554;1.092562388;0.344029505;0.779085066;0.189764499;0.672588675;0.857380577;1.800176321;1.546306557;1
0.568933307;1.330986228;0.449697864;1.061906755;0.377217095;0.514148304;0.933852036;1.776860646;1.712845624;1
1.374374725;1.562942909;0.407605774;1.363423769;0.189180082;0.923557287;1.093624556;1.803549364;1.486499206;2
2.004321374;1.682986578;0.867692408;1.694534449;0.63863245;1.309954151;1.113562742;1.760225095;1.6757375;2
0.930187735;1.318711275;0.445156878;1.051162711;0.244973775;0.51945835;1.02857861;1.841268727;1.760517701;0
1.443214046;1.969392201;0.084054933;0.61427304;0.326014202;0.33380736;0.953259442;1.766463353;1.453110236;0
1.539727453;1.375379044;0.629388461;1.176699834;0.592696362;0.811656771;1.333717955;1.712755243;1.39944203;2
0.822674851;1.011860844;0.640854318;1.091817893;0.191221329;0.527502729;1.263567928;1.672539985;1.399721641;0
1.115176722;1.359753633;0.712054708;1.351417547;0.441095174;1.276157887;0.736880933;1.06336976;1.855266153;2
1.115176722;1.359753633;0.507170414;1.771498853;1.057633066;1.320833015;0.882774172;1.744221401;1.530305026;2
1.70929499;1.739440759;0.767625703;1.880510118;0.934641562;0.549281307;0.188443092;1.742177743;1.582277376;2
1.448725194;1.969828652;0.507170414;1.154415899;0.400624849;1.911490391;1.099821523;1.777937923;1.638457131;2
1.115176722;1.359753633;0.264593938;1.129410436;0.435920498;0.510408431;1.628296203;1.178391406;1.924698029;0
0.132911375;0.933919858;0.3102301;0.617877659;0.265202613;0.87929196;1.163801408;1.872516694;1.772019801;1
1.504868212;1.264595177;0.507170414;1.154415899;0.400624849;2.004321374;1.350743061;1.803903895;1.756276361;2
1.115176722;1.359753633;1.507636745;1.154415899;1.528536973;0.792431216;0.793415989;1.798122791;1.715717099;2
1.115176722;1.359753633;0.507170414;1.154415899;0.400624849;0.792431216;1.045239036;1.777609339;1.512246888;0
1.115176722;1.359753633;0.115921198;1.053168474;0.359230402;0.470152688;1.241640932;1.243679132;1.870284201;0
1.115176722;1.359753633;0.335240086;1.219679067;0.508906417;0.340212323;0.681757319;1.322987497;1.91024347;0
1.115176722;1.359753633;0.507170414;1.154415899;0.400624849;0.792431216;1.13640965;1.782149271;1.351565086;0
1.115176722;1.359753633;0.70826105;1.729748131;0.365975724;1.374702941;1.383115004;0.769254755;1.727207832;2
1.115176722;1.359753633;0.585106693;1.416194708;0.684413526;0.86148416;1.383634624;0.743265367;1.705772696;2
1.115176722;1.359753633;0.507170414;2.004321374;0.55966265;1.003145851;1.505913141;1.615831944;1.247324452;2
1.115176722;1.359753633;0.651761066;1.71981497;0.499560643;1.358052466;0.403029186;1.239038948;1.836036093;2
1.115176722;1.359753633;0.744425708;1.681364198;0.342282533;1.306222638;1.052626892;1.201144172;1.838435957;2
1.115176722;1.359753633;1.513096119;1.154415899;1.533557542;0.792431216;0.457889788;1.770891257;1.648001349;2
1.115176722;1.359753633;2.004321374;1.154415899;2.004321374;0.792431216;0.445369988;1.733223735;1.531182055;2
1.115176722;1.359753633;0.592356013;1.749803448;0.39475299;1.398399281;0.07036039;1.171625131;1.823613252;2
1.115176722;1.359753633;0.645157415;1.75243994;0.315132313;1.403416515;0;1.155352067;1.820900554;2
1.115176722;1.359753633;0.801735201;1.634800968;0.378613449;1.239190952;0.916325677;1.027211315;1.787419645;2
